skim_type,skim_variable,election,n_missing,complete_rate,numeric.mean
numeric,postgrad,1993,7,0.997904192,0.062106211
numeric,postgrad,1997,55,0.986072423,0.051361068
numeric,postgrad,2000,27,0.992604766,0.052980132
numeric,postgrad,2004,32,0.989812162,0.081698295
numeric,postgrad,2006,36,0.988919668,0.09772798
numeric,postgrad,2008,1257,0.659257251,0.105263158
numeric,postgrad,2011,10,0.99702558,0.107100239
numeric,postgrad,2015,36,0.991432651,0.126020163
numeric,postgrad,2019,12,0.997018634,0.159232494
numeric,promise,1965,2118,0,NA
numeric,promise,1968,2767,0,NA
numeric,promise,1972,1296,0,NA
numeric,promise,1974,2562,0,NA
numeric,promise,1979,2744,0,NA
numeric,promise,1980,1748,0,NA
numeric,promise,1984,3377,0,NA
numeric,promise,1988,3609,0,NA
numeric,promise,1993,3340,0,NA
numeric,promise,1997,123,0.968852874,0.620491375
numeric,promise,2000,84,0.976992605,0.675918138
numeric,promise,2004,46,0.985354982,0.733925687
numeric,promise,2006,34,0.989535242,0.628615863
numeric,promise,2008,59,0.984006506,0.590220386
numeric,promise,2011,31,0.990779298,0.613479436
numeric,promise,2015,1253,0.701808663,0.571719227
numeric,promise,2019,4025,0,NA
numeric,quebec,1965,0,1,0.303588291
numeric,quebec,1968,0,1,0.272497289
numeric,quebec,1972,0,1,0.258487654
numeric,quebec,1974,0,1,0.274004684
numeric,quebec,1979,0,1,0.267492711
numeric,quebec,1980,0,1,0.255148741
numeric,quebec,1984,0,1,0.230678117
numeric,quebec,1988,0,1,0.231366029
numeric,quebec,1993,0,1,0.259281437
numeric,quebec,1997,187,0.95264624,0.274853801
numeric,quebec,2000,0,1,0.34264585
numeric,quebec,2004,0,1,0.209805794
numeric,quebec,2006,0,1,0.251461988
numeric,quebec,2008,0,1,0.23014367
numeric,quebec,2011,0,1,0.265913147
numeric,quebec,2015,0,1,0.189671585
numeric,quebec,2019,1,0.999751553,0.199304175
numeric,redistribution,1965,2118,0,NA
numeric,redistribution,1968,2767,0,NA
numeric,redistribution,1972,1296,0,NA
numeric,redistribution,1974,2562,0,NA
numeric,redistribution,1979,2744,0,NA
numeric,redistribution,1980,1748,0,NA
numeric,redistribution,1984,3377,0,NA
numeric,redistribution,1988,689,0.80908839,0.871061644
numeric,redistribution,1993,1208,0.638323353,0.663930582
numeric,redistribution,1997,2160,0.453026083,0.713387367
numeric,redistribution,2000,198,0.945768283,0.81783956
numeric,redistribution,2004,14,0.995542821,0.783658459
numeric,redistribution,2006,15,0.995383195,0.778756957
numeric,redistribution,2008,17,0.995391705,0.762050654
numeric,redistribution,2011,14,0.995835812,0.75619773
numeric,redistribution,2015,1226,0.708234174,0.764364919
numeric,redistribution,2019,1159,0.712049689,0.775994417
numeric,region,1965,643,0.696411709,2.199322034
numeric,region,1968,754,0.727502711,2.239940387
numeric,region,1972,335,0.741512346,2.260145682
numeric,region,1974,702,0.725995316,2.070967742
numeric,region,1979,734,0.732507289,2.074129353
numeric,region,1980,446,0.744851259,2.062980031
numeric,region,1984,779,0.769321883,2.232101617
numeric,region,1988,835,0.768633971,2.245854362
numeric,region,1993,866,0.740718563,2.35004042
numeric,region,1997,1221,0.690807799,2.351539589
numeric,region,2000,1251,0.65735415,2.192916667
numeric,region,2004,659,0.790194206,2.320709106
numeric,region,2006,817,0.748538012,2.317434211
numeric,region,2008,849,0.76985633,2.231338028
numeric,region,2011,894,0.734086853,2.181118314
numeric,region,2015,797,0.810328415,2.172393539
numeric,region,2019,803,0.800496894,2.251086282
numeric,religion,1965,0,1,1.500944287
numeric,religion,1968,4,0.998554391,1.502714441
numeric,religion,1972,43,0.966820988,1.501197127
numeric,religion,1974,6,0.99765808,1.592723005
numeric,religion,1979,0,1,1.451530612
numeric,religion,1980,17,0.9902746,1.482380127
numeric,religion,1984,38,0.988747409,1.38754118
numeric,religion,1988,27,0.992518703,1.421831379
numeric,religion,1993,50,0.98502994,1.313981763
numeric,religion,1997,101,0.974423905,1.322245322
numeric,religion,2000,82,0.9775404,1.314653965
numeric,religion,2004,98,0.968799745,1.269142294
numeric,religion,2006,101,0.968913512,1.239199492
numeric,religion,2008,1337,0.637571157,1.205357143
numeric,religion,2011,114,0.966091612,1.249384236
numeric,religion,2015,220,0.947643979,1.174033149
numeric,religion,2019,170,0.957763975,1.079896239
numeric,satdem,1965,2118,0,NA
numeric,satdem,1968,2767,0,NA
numeric,satdem,1972,1296,0,NA
numeric,satdem,1974,2562,0,NA
numeric,satdem,1979,2744,0,NA
numeric,satdem,1980,1748,0,NA
numeric,satdem,1984,3377,0,NA
numeric,satdem,1988,3609,0,NA
numeric,satdem,1993,8,0.99760479,0.594087635
numeric,satdem,1997,786,0.800962269,0.637685741
numeric,satdem,2000,876,0.760065735,0.605045045
numeric,satdem,2004,121,0.961477237,0.596771523
numeric,satdem,2006,99,0.969529086,0.635714286
numeric,satdem,2008,1243,0.663052318,0.631439084
numeric,satdem,2011,3,0.999107674,0.585218815
numeric,satdem,2015,8,0.998096145,0.614747258
numeric,satdem,2019,1144,0.715776398,0.595279417
numeric,satdem2,1965,2118,0,NA
numeric,satdem2,1968,2767,0,NA
numeric,satdem2,1972,1296,0,NA
numeric,satdem2,1974,2562,0,NA
numeric,satdem2,1979,2744,0,NA
numeric,satdem2,1980,1748,0,NA
numeric,satdem2,1984,3377,0,NA
numeric,satdem2,1988,3609,0,NA
numeric,satdem2,1993,8,0.99760479,0.594087635
numeric,satdem2,1997,18,0.995441884,0.538539812
numeric,satdem2,2000,54,0.985209532,0.584167362
numeric,satdem2,2004,6,0.99808978,0.527432217
numeric,satdem2,2006,2,0.999384426,0.562211272
numeric,satdem2,2008,1243,0.663052318,0.631439084
numeric,satdem2,2011,3,0.999107674,0.585218815
numeric,satdem2,2015,8,0.998096145,0.614747258
numeric,satdem2,2019,12,0.997018634,0.618053825
numeric,sector,1965,2118,0,NA
numeric,sector,1968,0,1,0.123960969
numeric,sector,1972,1296,0,NA
numeric,sector,1974,687,0.731850117,0.0512
numeric,sector,1979,45,0.983600583,0.100778066
numeric,sector,1980,48,0.972540046,0.111764706
numeric,sector,1984,0,1,0.126147468
numeric,sector,1988,541,0.85009698,0.282594524
numeric,sector,1993,514,0.846107784,0.306086341
numeric,sector,1997,110,0.972144847,0.295389424
numeric,sector,2000,79,0.978362093,0.176371781
numeric,sector,2004,41,0.986946832,0.236451613
numeric,sector,2006,47,0.98553401,0.226420987
numeric,sector,2008,1296,0.648685281,0.236523193
numeric,sector,2011,31,0.990779298,0.217051936
numeric,sector,2015,586,0.860542599,0.170630531
numeric,sector,2019,729,0.818881988,0.184162621
numeric,trad1,1965,2118,0,NA
numeric,trad1,1968,2767,0,NA
numeric,trad1,1972,1296,0,NA
numeric,trad1,1974,2562,0,NA
numeric,trad1,1979,2744,0,NA
numeric,trad1,1980,1748,0,NA
numeric,trad1,1984,3377,0,NA
numeric,trad1,1988,125,0.965364367,0.31989093
numeric,trad1,1993,20,0.994011976,0.464307229
numeric,trad1,1997,37,0.990630539,0.460825665
numeric,trad1,2000,27,0.992604766,0.466128587
numeric,trad1,2004,13,0.995861191,0.423273657
numeric,trad1,2006,39,0.987996307,0.423598131
numeric,trad1,2008,23,0.993765248,0.408483361
numeric,trad1,2011,22,0.993456276,0.261751497
numeric,trad1,2015,1234,0.706330319,0.216644205
numeric,trad1,2019,1165,0.710559006,0.161625874
numeric,trad2,1965,2118,0,NA
numeric,trad2,1968,2767,0,NA
numeric,trad2,1972,1296,0,NA
numeric,trad2,1974,2562,0,NA
numeric,trad2,1979,2744,0,NA
numeric,trad2,1980,1748,0,NA
numeric,trad2,1984,3377,0,NA
numeric,trad2,1988,1507,0.582432807,0.302568982
numeric,trad2,1993,36,0.989221557,0.621292373
numeric,trad2,1997,2111,0.465434287,0.602557127
numeric,trad2,2000,62,0.983018351,0.505990527
numeric,trad2,2004,61,0.980579433,0.472970779
numeric,trad2,2006,14,0.995690982,0.394667697
numeric,trad2,2008,91,0.975332068,0.364369094
numeric,trad2,2011,10,0.99702558,0.4075179
numeric,trad2,2015,1221,0.709424084,0.308621268
numeric,trad2,2019,1186,0.705341615,0.408858753
numeric,traditionalism,1965,2118,0,NA
numeric,traditionalism,1968,2767,0,NA
numeric,traditionalism,1972,1296,0,NA
numeric,traditionalism,1974,2562,0,NA
numeric,traditionalism,1979,2744,0,NA
numeric,traditionalism,1980,1748,0,NA
numeric,traditionalism,1984,3377,0,NA
numeric,traditionalism,1988,88,0.975616514,0.342989681
numeric,traditionalism,1993,0,1,0.471667914
numeric,traditionalism,1997,9,0.997720942,0.438299341
numeric,traditionalism,2000,2,0.999452205,0.484460518
numeric,traditionalism,2004,10,0.996816301,0.45324976
numeric,traditionalism,2006,0,1,0.413999179
numeric,traditionalism,2008,2,0.999457848,0.426112661
numeric,traditionalism,2011,1,0.999702558,0.341421912
numeric,traditionalism,2015,1214,0.711089957,0.302636737
numeric,traditionalism,2019,1138,0.717267081,0.284205057
numeric,traditionalism2,1965,2118,0,NA
numeric,traditionalism2,1968,2767,0,NA
numeric,traditionalism2,1972,1296,0,NA
numeric,traditionalism2,1974,2562,0,NA
numeric,traditionalism2,1979,2744,0,NA
numeric,traditionalism2,1980,1748,0,NA
numeric,traditionalism2,1984,3377,0,NA
numeric,traditionalism2,1988,88,0.975616514,0.318446464
numeric,traditionalism2,1993,4,0.998802395,0.542078837
numeric,traditionalism2,1997,22,0.994428969,0.493792972
numeric,traditionalism2,2000,79,0.978362093,0.485617301
numeric,traditionalism2,2004,2,0.99936326,0.448032813
numeric,traditionalism2,2006,1,0.999692213,0.409444273
numeric,traditionalism2,2008,6,0.998373543,0.3872183
numeric,traditionalism2,2011,1,0.999702558,0.334684618
numeric,traditionalism2,2015,1216,0.710613993,0.263479571
numeric,traditionalism2,2019,1138,0.717267081,0.284205057
numeric,trust,1965,2118,0,NA
numeric,trust,1968,2767,0,NA
numeric,trust,1972,1296,0,NA
numeric,trust,1974,2562,0,NA
numeric,trust,1979,2744,0,NA
numeric,trust,1980,1748,0,NA
numeric,trust,1984,3377,0,NA
numeric,trust,1988,3609,0,NA
numeric,trust,1993,3340,0,NA
numeric,trust,1997,3949,0,NA
numeric,trust,2000,954,0.738701726,0.548757879
numeric,trust,2004,65,0.979305954,0.422301691
numeric,trust,2006,3249,0,NA
numeric,trust,2008,92,0.975060992,0.520711704
numeric,trust,2011,51,0.984830458,0.49320447
numeric,trust,2015,1281,0.695145169,0.540568299
numeric,trust,2019,4025,0,NA
numeric,turnout,1965,28,0.986779981,0.860287081
numeric,turnout,1968,0,1,0.855077701
numeric,turnout,1972,1296,0,NA
numeric,turnout,1974,101,0.960577674,0.850873629
numeric,turnout,1979,41,0.985058309,0.891231964
numeric,turnout,1980,1748,0,NA
numeric,turnout,1984,0,1,0.855493041
numeric,turnout,1988,690,0.808811305,0.880781089
numeric,turnout,1993,3,0.999101796,0.873838777
numeric,turnout,1997,785,0.801215498,0.819532238
numeric,turnout,2000,791,0.783347028,0.831468531
numeric,turnout,2004,4,0.99872652,0.866751674
numeric,turnout,2006,4,0.998768852,0.906009245
numeric,turnout,2008,2,0.999457848,0.884730133
numeric,turnout,2011,4,0.998810232,0.899047052
numeric,turnout,2015,1214,0.711089957,0.946787149
numeric,turnout,2019,1136,0.717763975,0.93527172
numeric,union,1965,988,0.533522191,0.431858407
numeric,union,1968,13,0.995301771,0.168119099
numeric,union,1972,31,0.976080247,0.288537549
numeric,union,1974,61,0.976190476,0.292283087
numeric,union,1979,83,0.969752187,0.271702368
numeric,union,1980,60,0.965675057,0.286729858
numeric,union,1984,0,1,0.281018656
numeric,union,1988,106,0.970628983,0.324007993
numeric,union,1993,332,0.900598802,0.368683511
numeric,union,1997,68,0.982780451,0.348621489
numeric,union,2000,36,0.990139688,0.301798064
numeric,union,2004,1661,0.47118752,0.393243243
numeric,union,2006,1715,0.472145275,0.413950456
numeric,union,2008,2482,0.32718894,0.411764706
numeric,union,2011,1386,0.58774539,0.33451417
numeric,union,2015,2623,0.375773441,0.332488917
numeric,union,2019,1162,0.711304348,0.214111072
numeric,union_both,1965,988,0.533522191,0.431858407
numeric,union_both,1968,5,0.998192989,0.26031861
numeric,union_both,1972,31,0.976080247,0.288537549
numeric,union_both,1974,61,0.976190476,0.292283087
numeric,union_both,1979,71,0.974125364,0.422371867
numeric,union_both,1980,56,0.967963387,0.439716312
numeric,union_both,1984,0,1,0.394729049
numeric,union_both,1988,106,0.970628983,0.324007993
numeric,union_both,1993,332,0.900598802,0.368683511
numeric,union_both,1997,68,0.982780451,0.348621489
numeric,union_both,2000,36,0.990139688,0.301798064
numeric,union_both,2004,1184,0.623049984,0.414920797
numeric,union_both,2006,1184,0.635580179,0.411622276
numeric,union_both,2008,1756,0.523990241,0.487325401
numeric,union_both,2011,14,0.995835812,0.334528076
numeric,union_both,2015,1231,0.707044265,0.34870414
numeric,union_both,2019,1162,0.711304348,0.214111072
numeric,vote,1965,320,0.84891407,1.439933259
numeric,vote,1968,480,0.826526924,1.479667687
numeric,vote,1972,299,0.769290123,1.533600802
numeric,vote,1974,611,0.761514442,1.506919528
numeric,vote,1979,510,0.814139942,1.63831692
numeric,vote,1980,314,0.820366133,1.661087866
numeric,vote,1984,744,0.779686112,1.888720091
numeric,vote,1988,1325,0.632862289,1.854640981
numeric,vote,1993,623,0.813473054,1.850570482
numeric,vote,1997,1648,0.582679159,1.933072577
numeric,vote,2000,1633,0.552725281,1.939544103
numeric,vote,2004,758,0.758675581,2.135123794
numeric,vote,2006,561,0.827331487,2.232142857
numeric,vote,2008,845,0.770940634,2.289029536
numeric,vote,2011,625,0.814098751,2.320789185
numeric,vote,2015,1695,0.596620657,1.934583167
numeric,vote,2019,1548,0.615403727,2.287444489
numeric,vote3,1965,2118,0,NA
numeric,vote3,1968,2767,0,NA
numeric,vote3,1972,1296,0,NA
numeric,vote3,1974,2562,0,NA
numeric,vote3,1979,2744,0,NA
numeric,vote3,1980,1748,0,NA
numeric,vote3,1984,3377,0,NA
numeric,vote3,1988,1325,0.632862289,1.96497373
numeric,vote3,1993,623,0.813473054,2.627898417
numeric,vote3,1997,1648,0.582679159,3.005649718
numeric,vote3,2000,1633,0.552725281,2.89296333
numeric,vote3,2004,3141,0,NA
numeric,vote3,2006,3249,0,NA
numeric,vote3,2008,3689,0,NA
numeric,vote3,2011,3362,0,NA
numeric,vote3,2015,4202,0,NA
numeric,vote3,2019,4025,0,NA
