"","election","male","occupation","employment","union_both","region","union","degree","quebec","age","religion","vote","income","redistribution","market_liberalism","immigration_rates","traditionalism2","turnout","mip","personal_retrospective","efficacy_external","efficacy_external2","efficacy_internal","political_efficacy","foreign","non_charter_language","language","party_id","income_tertile","income2","sector","occupation3","ideology","traditionalism","trad1","trad2","market1","market2","education","national_retrospective","vote3","postgrad","enviro","pol_interest","satdem","satdem2","household","promise","trust","inequality","efficacy_rich","region2","region3","female","vote2","ndp","liberal","conservative","bloc","green","ndp_vs_right","liberal_vs_right","bloc_vs_right","ndp_vs_liberal","left","right","religion2","catholic","no_religion","occupation2","occupation4","working_class","working_class2","working_class3","working_class4","upper_class","upper_class2","rich","poor","1965","1968","1972","1974","1979","1980","1984","1988","1993","1997","2000","2004","2006","2008","2011","2015","2019","Period","redistribution_reversed","economic","social"
"170","1965",0,3,1,NA,1,NA,0,0,21,1,2,1,NA,NA,NA,NA,1,6,0.5,1,1,0,0.666666666666667,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"171","1965",0,5,1,NA,1,NA,0,0,58,2,2,2,NA,NA,NA,NA,1,9,0.5,0,0,0,0,0,0,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"172","1965",1,5,0,1,1,1,0,0,44,2,NA,1,NA,NA,NA,NA,0,6,0,0,0,0,0,1,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"173","1965",1,5,0,NA,1,NA,0,0,60,2,1,1,NA,NA,NA,NA,1,NA,0.5,0,1,0,0.333333333333333,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"174","1965",1,NA,1,NA,1,NA,0,0,72,2,1,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"175","1965",0,5,1,0,1,0,0,0,45,2,1,1,NA,NA,NA,NA,1,9,0.5,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"176","1965",1,5,1,NA,1,NA,0,0,40,2,1,2,NA,NA,NA,NA,1,9,1,0,0,NA,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"177","1965",0,5,1,NA,1,NA,0,0,43,1,1,2,NA,NA,NA,NA,1,9,0.5,1,0,1,0.666666666666667,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"178","1965",1,4,0,NA,1,NA,0,0,76,2,2,1,NA,NA,NA,NA,1,4,0.5,0,0,0,0,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"179","1965",0,4,1,NA,1,NA,0,0,48,2,2,2,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"180","1965",0,NA,0,NA,1,NA,0,0,56,2,1,2,NA,NA,NA,NA,1,9,0.5,0,0,0,0,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"181","1965",1,5,1,NA,1,NA,0,0,61,2,2,1,NA,NA,NA,NA,1,9,1,0,1,0,0.333333333333333,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"182","1965",0,5,1,NA,1,NA,1,0,45,2,2,1,NA,NA,NA,NA,1,9,0,0,0,0,0,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"183","1965",1,2,1,0,1,0,0,0,51,2,0,1,NA,NA,NA,NA,1,9,0.5,0,0,0,0,0,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Protestant",0,0,"Managers",NA,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"184","1965",0,4,1,NA,1,NA,0,0,47,2,1,2,NA,NA,NA,NA,1,4,0.5,1,0,1,0.666666666666667,0,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"185","1965",0,4,1,NA,1,NA,0,0,47,1,1,2,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"186","1965",1,2,1,NA,1,NA,0,0,28,2,2,1,NA,NA,NA,NA,1,9,1,0,NA,0,0,0,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Managers",NA,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"187","1965",0,4,1,NA,1,NA,0,0,52,2,1,1,NA,NA,NA,NA,1,9,0.5,0,0,0,0,0,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"188","1965",1,2,1,NA,1,NA,0,0,55,2,2,1,NA,NA,NA,NA,1,12,0.5,1,0,1,0.666666666666667,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Managers",NA,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"189","1965",0,5,1,NA,1,NA,0,0,29,1,1,1,NA,NA,NA,NA,1,6,0.5,0,1,0,0.333333333333333,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"190","1965",0,5,1,0,1,0,0,0,51,2,2,3,NA,NA,NA,NA,1,16,1,1,1,1,1,0,0,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"191","1965",1,NA,0,0,1,0,0,0,55,2,1,1,NA,NA,NA,NA,1,NA,0.5,0,0,0,0,0,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"192","1965",1,5,1,1,1,1,0,0,40,1,1,3,NA,NA,NA,NA,1,0,0.5,1,1,0,0.666666666666667,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"193","1965",1,4,1,1,1,1,0,0,45,1,2,4,NA,NA,NA,NA,1,7,0.5,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"194","1965",0,NA,1,NA,1,NA,0,0,55,1,2,1,NA,NA,NA,NA,1,NA,0,NA,0,0,0,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"195","1965",1,NA,1,NA,1,NA,0,0,75,1,3,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"NDP",1,0,0,0,0,1,NA,NA,1,1,0,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"196","1965",0,NA,1,NA,1,NA,0,0,58,1,2,1,NA,NA,NA,NA,1,NA,0,0,0,NA,0,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"197","1965",0,5,1,NA,1,NA,0,0,41,1,1,3,NA,NA,NA,NA,1,7,0.5,NA,0,0,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"198","1965",0,5,1,NA,1,NA,0,0,58,1,2,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"199","1965",0,5,0,NA,1,NA,0,0,51,1,NA,1,NA,NA,NA,NA,0,7,0,0,1,0,0.333333333333333,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"200","1965",1,5,0,NA,1,NA,0,0,40,1,2,2,NA,NA,NA,NA,1,0,0.5,0,1,0,0.333333333333333,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"201","1965",0,5,1,0,1,0,0,0,33,1,2,1,NA,NA,NA,NA,1,16,0.5,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"202","1965",0,5,1,NA,1,NA,0,0,25,1,1,2,NA,NA,NA,NA,1,16,1,1,1,1,1,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"203","1965",0,4,1,1,1,1,0,0,40,1,2,2,NA,NA,NA,NA,1,4,0.5,1,0,0,0.333333333333333,0,0,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"204","1965",0,4,1,1,1,1,0,0,51,2,3,2,NA,NA,NA,NA,1,NA,0.5,0,0,0,0,0,0,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"NDP",1,0,0,0,0,1,NA,NA,1,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"205","1965",1,NA,1,NA,1,NA,0,0,69,2,2,NA,NA,NA,NA,NA,1,16,1,0,0,1,0.333333333333333,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"206","1965",0,4,1,1,1,1,0,0,33,2,2,1,NA,NA,NA,NA,1,9,0,1,1,0,0.666666666666667,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"207","1965",0,5,1,0,1,0,0,0,28,2,1,1,NA,NA,NA,NA,1,12,1,NA,1,1,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"208","1965",0,4,1,NA,1,NA,0,0,51,2,1,2,NA,NA,NA,NA,1,6,1,1,1,1,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"209","1965",0,4,1,0,1,0,0,0,35,2,1,2,NA,NA,NA,NA,1,6,1,1,1,1,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"210","1965",1,4,1,NA,1,NA,0,0,40,2,1,2,NA,NA,NA,NA,1,6,0.5,0,NA,NA,0,0,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"211","1965",1,1,1,NA,1,NA,0,0,25,2,1,2,NA,NA,NA,NA,1,7,0.5,0,0,0,0,0,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Professionals",NA,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"212","1965",1,5,1,1,1,1,0,0,NA,2,2,3,NA,NA,NA,NA,1,6,0.5,1,1,1,1,0,0,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"213","1965",0,5,1,1,1,1,0,0,52,2,1,1,NA,NA,NA,NA,1,6,1,1,0,0,0.333333333333333,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"214","1965",0,1,1,0,1,0,0,0,30,1,1,4,NA,NA,NA,NA,1,6,0.5,0,1,1,0.666666666666667,0,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"215","1965",0,3,1,NA,1,NA,0,0,46,2,1,2,NA,NA,NA,NA,1,6,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"216","1965",1,4,1,0,1,0,0,0,45,2,2,2,NA,NA,NA,NA,1,6,1,1,NA,1,1,0,0,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"217","1965",0,3,1,0,1,0,0,0,32,2,NA,4,NA,NA,NA,NA,0,6,0.5,1,1,1,1,0,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protestant",0,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"218","1965",0,4,1,0,1,0,0,0,58,2,NA,2,NA,NA,NA,NA,0,0,1,1,1,1,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"219","1965",1,2,1,0,1,0,0,0,52,2,0,5,NA,NA,NA,NA,1,6,1,0,1,1,0.666666666666667,0,0,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Protestant",0,0,"Managers",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"220","1965",0,5,1,NA,1,NA,0,0,48,1,2,2,NA,NA,NA,NA,1,6,0.5,1,1,1,1,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"221","1965",0,4,1,NA,1,NA,0,0,31,1,1,2,NA,NA,NA,NA,1,9,0.5,1,0,1,0.666666666666667,0,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic","East",1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
